d,practice_id,paid,claims,denial_rate,month,year,is_weekend,is_holiday,flu_season_flag,end_of_month_flag
2022-02-15,PRA1,2858.55,31,0.0967741935483871,2,2022,0,0,1,0
2022-02-15,PRA2,2154.7400000000002,26,0.11538461538461539,2,2022,0,0,1,0
2022-02-15,PRA3,1879.55,17,0.0,2,2022,0,0,1,0
2022-02-16,PRA1,3282.12,33,0.09090909090909091,2,2022,0,0,1,0
2022-02-16,PRA2,3444.49,29,0.13793103448275862,2,2022,0,0,1,0
2022-02-16,PRA3,2946.57,23,0.043478260869565216,2,2022,0,0,1,0
2022-02-17,PRA1,3175.94,25,0.08,2,2022,0,0,1,0
2022-02-17,PRA2,3340.89,17,0.058823529411764705,2,2022,0,0,1,0
2022-02-17,PRA3,2149.08,18,0.1111111111111111,2,2022,0,0,1,0
2022-02-18,PRA1,3690.78,32,0.0625,2,2022,0,0,1,0
2022-02-18,PRA2,2516.46,21,0.19047619047619047,2,2022,0,0,1,0
2022-02-18,PRA3,1348.77,11,0.09090909090909091,2,2022,0,0,1,0
2022-02-19,PRA1,5024.15,34,0.14705882352941177,2,2022,1,0,1,0
2022-02-19,PRA2,2845.99,21,0.09523809523809523,2,2022,1,0,1,0
2022-02-19,PRA3,1811.04,20,0.05,2,2022,1,0,1,0
2022-02-20,PRA1,4328.24,33,0.030303030303030304,2,2022,1,0,1,0
2022-02-20,PRA2,4153.27,24,0.041666666666666664,2,2022,1,0,1,0
2022-02-20,PRA3,1927.61,17,0.0,2,2022,1,0,1,0
2022-02-21,PRA1,3690.99,38,0.07894736842105263,2,2022,0,1,1,0
2022-02-21,PRA2,5951.0,34,0.058823529411764705,2,2022,0,1,1,0
2022-02-21,PRA3,3156.18,19,0.0,2,2022,0,1,1,0
2022-02-22,PRA1,4278.4,29,0.13793103448275862,2,2022,0,0,1,0
2022-02-22,PRA2,3132.84,27,0.07407407407407407,2,2022,0,0,1,0
2022-02-22,PRA3,3941.44,22,0.09090909090909091,2,2022,0,0,1,0
2022-02-23,PRA1,2524.95,24,0.16666666666666666,2,2022,0,0,1,0
2022-02-23,PRA2,4700.33,33,0.15151515151515152,2,2022,0,0,1,0
2022-02-23,PRA3,2019.42,20,0.0,2,2022,0,0,1,0
2022-02-24,PRA1,5107.26,34,0.11764705882352941,2,2022,0,0,1,0
2022-02-24,PRA2,2072.59,16,0.0625,2,2022,0,0,1,0
2022-02-24,PRA3,2915.24,18,0.05555555555555555,2,2022,0,0,1,0
2022-02-25,PRA1,3847.41,29,0.06896551724137931,2,2022,0,0,1,0
2022-02-25,PRA2,2715.07,16,0.125,2,2022,0,0,1,0
2022-02-25,PRA3,3091.11,23,0.08695652173913043,2,2022,0,0,1,0
2022-02-26,PRA1,6584.62,31,0.06451612903225806,2,2022,1,0,1,0
2022-02-26,PRA2,2788.03,20,0.1,2,2022,1,0,1,0
2022-02-26,PRA3,1007.78,11,0.09090909090909091,2,2022,1,0,1,0
2022-02-27,PRA1,2868.71,30,0.1,2,2022,1,0,1,0
2022-02-27,PRA2,3191.65,19,0.10526315789473684,2,2022,1,0,1,0
2022-02-27,PRA3,2130.2,14,0.07142857142857142,2,2022,1,0,1,0
2022-02-28,PRA1,7252.55,40,0.075,2,2022,0,0,1,1
2022-02-28,PRA2,2551.04,21,0.09523809523809523,2,2022,0,0,1,1
2022-02-28,PRA3,1569.57,15,0.0,2,2022,0,0,1,1
2022-03-01,PRA1,3992.37,33,0.06060606060606061,3,2022,0,0,1,0
2022-03-01,PRA2,2362.14,22,0.045454545454545456,3,2022,0,0,1,0
2022-03-01,PRA3,1162.6100000000001,9,0.1111111111111111,3,2022,0,0,1,0
2022-03-02,PRA1,6683.77,39,0.07692307692307693,3,2022,0,0,1,0
2022-03-02,PRA2,2495.2,27,0.1111111111111111,3,2022,0,0,1,0
2022-03-02,PRA3,3161.89,19,0.15789473684210525,3,2022,0,0,1,0
2022-03-03,PRA1,3103.93,25,0.04,3,2022,0,0,1,0
2022-03-03,PRA2,2598.37,23,0.17391304347826086,3,2022,0,0,1,0
2022-03-03,PRA3,2469.9,15,0.06666666666666667,3,2022,0,0,1,0
2022-03-04,PRA1,4998.61,30,0.06666666666666667,3,2022,0,0,1,0
2022-03-04,PRA2,2152.0099999999998,19,0.0,3,2022,0,0,1,0
2022-03-04,PRA3,1760.84,14,0.07142857142857142,3,2022,0,0,1,0
2022-03-05,PRA1,4536.84,33,0.06060606060606061,3,2022,1,0,1,0
2022-03-05,PRA2,2424.44,25,0.08,3,2022,1,0,1,0
2022-03-05,PRA3,855.29,8,0.0,3,2022,1,0,1,0
2022-03-06,PRA1,3621.09,32,0.0,3,2022,1,0,1,0
2022-03-06,PRA2,2595.72,25,0.08,3,2022,1,0,1,0
2022-03-06,PRA3,1766.13,20,0.05,3,2022,1,0,1,0
2022-03-07,PRA1,3925.73,28,0.03571428571428571,3,2022,0,0,1,0
2022-03-07,PRA2,3666.12,31,0.0,3,2022,0,0,1,0
2022-03-07,PRA3,960.42,12,0.0,3,2022,0,0,1,0
2022-03-08,PRA1,5174.73,37,0.10810810810810811,3,2022,0,0,1,0
2022-03-08,PRA2,4613.54,25,0.04,3,2022,0,0,1,0
2022-03-08,PRA3,2720.46,22,0.18181818181818182,3,2022,0,0,1,0
2022-03-09,PRA1,5105.02,34,0.14705882352941177,3,2022,0,0,1,0
2022-03-09,PRA2,4691.57,28,0.03571428571428571,3,2022,0,0,1,0
2022-03-09,PRA3,3697.56,21,0.047619047619047616,3,2022,0,0,1,0
2022-03-10,PRA1,3456.92,28,0.03571428571428571,3,2022,0,0,1,0
2022-03-10,PRA2,3172.71,19,0.0,3,2022,0,0,1,0
2022-03-10,PRA3,1827.9,11,0.0,3,2022,0,0,1,0
2022-03-11,PRA1,2585.11,24,0.08333333333333333,3,2022,0,0,1,0
2022-03-11,PRA2,3049.4,24,0.08333333333333333,3,2022,0,0,1,0
2022-03-11,PRA3,3134.09,19,0.0,3,2022,0,0,1,0
2022-03-12,PRA1,3247.65,29,0.10344827586206896,3,2022,1,0,1,0
2022-03-12,PRA2,3249.84,16,0.125,3,2022,1,0,1,0
2022-03-12,PRA3,4076.56,20,0.0,3,2022,1,0,1,0
2022-03-13,PRA1,5287.21,37,0.05405405405405406,3,2022,1,0,1,0
2022-03-13,PRA2,4153.87,27,0.037037037037037035,3,2022,1,0,1,0
2022-03-13,PRA3,2083.88,14,0.0,3,2022,1,0,1,0
2022-03-14,PRA1,3732.49,36,0.05555555555555555,3,2022,0,0,1,0
2022-03-14,PRA2,3950.23,26,0.11538461538461539,3,2022,0,0,1,0
2022-03-14,PRA3,2495.84,17,0.0,3,2022,0,0,1,0
2022-03-15,PRA1,4199.54,29,0.034482758620689655,3,2022,0,0,1,0
2022-03-15,PRA2,2592.77,25,0.08,3,2022,0,0,1,0
2022-03-15,PRA3,3116.7599999999998,19,0.10526315789473684,3,2022,0,0,1,0
2022-03-16,PRA1,5421.63,47,0.02127659574468085,3,2022,0,0,1,0
2022-03-16,PRA2,1914.91,16,0.1875,3,2022,0,0,1,0
2022-03-16,PRA3,2150.84,12,0.08333333333333333,3,2022,0,0,1,0
2022-03-17,PRA1,5786.75,39,0.05128205128205128,3,2022,0,0,1,0
2022-03-17,PRA2,2854.14,17,0.0,3,2022,0,0,1,0
2022-03-17,PRA3,3132.32,23,0.0,3,2022,0,0,1,0
2022-03-18,PRA1,2815.14,24,0.08333333333333333,3,2022,0,0,1,0
2022-03-18,PRA2,3816.12,19,0.05263157894736842,3,2022,0,0,1,0
2022-03-18,PRA3,1816.8600000000001,21,0.19047619047619047,3,2022,0,0,1,0
2022-03-19,PRA1,4491.06,36,0.1111111111111111,3,2022,1,0,1,0
2022-03-19,PRA2,3142.54,24,0.041666666666666664,3,2022,1,0,1,0
2022-03-19,PRA3,1280.03,9,0.0,3,2022,1,0,1,0
2022-03-20,PRA1,3369.4,34,0.029411764705882353,3,2022,1,0,1,0
2022-03-20,PRA2,2719.91,24,0.041666666666666664,3,2022,1,0,1,0
2022-03-20,PRA3,1740.32,12,0.0,3,2022,1,0,1,0
2022-03-21,PRA1,2690.17,22,0.045454545454545456,3,2022,0,0,1,0
2022-03-21,PRA2,2220.28,14,0.07142857142857142,3,2022,0,0,1,0
2022-03-21,PRA3,2031.5,15,0.13333333333333333,3,2022,0,0,1,0
2022-03-22,PRA1,2964.87,28,0.14285714285714285,3,2022,0,0,1,0
2022-03-22,PRA2,2879.18,22,0.045454545454545456,3,2022,0,0,1,0
2022-03-22,PRA3,2455.48,16,0.0625,3,2022,0,0,1,0
2022-03-23,PRA1,3607.65,31,0.12903225806451613,3,2022,0,0,1,0
2022-03-23,PRA2,3611.45,22,0.09090909090909091,3,2022,0,0,1,0
2022-03-23,PRA3,1947.6499999999999,11,0.09090909090909091,3,2022,0,0,1,0
2022-03-24,PRA1,3521.8,28,0.10714285714285714,3,2022,0,0,1,0
2022-03-24,PRA2,2988.69,17,0.0,3,2022,0,0,1,0
2022-03-24,PRA3,1798.9,19,0.0,3,2022,0,0,1,0
2022-03-25,PRA1,4890.18,36,0.08333333333333333,3,2022,0,0,1,0
2022-03-25,PRA2,2736.81,20,0.05,3,2022,0,0,1,0
2022-03-25,PRA3,1648.27,13,0.07692307692307693,3,2022,0,0,1,0
2022-03-26,PRA1,3327.28,22,0.0,3,2022,1,0,1,0
2022-03-26,PRA2,3913.73,27,0.037037037037037035,3,2022,1,0,1,0
2022-03-26,PRA3,1994.68,14,0.07142857142857142,3,2022,1,0,1,0
2022-03-27,PRA1,3665.68,25,0.12,3,2022,1,0,1,0
2022-03-27,PRA2,2205.21,14,0.07142857142857142,3,2022,1,0,1,0
2022-03-27,PRA3,477.19,9,0.1111111111111111,3,2022,1,0,1,0
2022-03-28,PRA1,2865.1,29,0.13793103448275862,3,2022,0,0,1,0
2022-03-28,PRA2,2120.19,22,0.045454545454545456,3,2022,0,0,1,0
2022-03-28,PRA3,1500.76,16,0.125,3,2022,0,0,1,0
2022-03-29,PRA1,4256.33,37,0.13513513513513514,3,2022,0,0,1,0
2022-03-29,PRA2,1700.29,22,0.13636363636363635,3,2022,0,0,1,0
2022-03-29,PRA3,1597.8,16,0.0625,3,2022,0,0,1,0
2022-03-30,PRA1,4584.12,39,0.15384615384615385,3,2022,0,0,1,0
2022-03-30,PRA2,3145.5099999999998,23,0.043478260869565216,3,2022,0,0,1,0
2022-03-30,PRA3,1689.8500000000001,18,0.0,3,2022,0,0,1,0
2022-03-31,PRA1,3488.31,29,0.13793103448275862,3,2022,0,0,1,1
2022-03-31,PRA2,2546.5299999999997,26,0.19230769230769232,3,2022,0,0,1,1
2022-03-31,PRA3,2905.79,16,0.0,3,2022,0,0,1,1
2022-04-01,PRA1,3535.04,17,0.058823529411764705,4,2022,0,0,0,0
2022-04-01,PRA2,2430.86,16,0.0,4,2022,0,0,0,0
2022-04-01,PRA3,3401.69,21,0.047619047619047616,4,2022,0,0,0,0
2022-04-02,PRA1,4061.57,33,0.030303030303030304,4,2022,1,0,0,0
2022-04-02,PRA2,2100.98,20,0.05,4,2022,1,0,0,0
2022-04-02,PRA3,2288.48,16,0.0,4,2022,1,0,0,0
2022-04-03,PRA1,6183.4,30,0.03333333333333333,4,2022,1,0,0,0
2022-04-03,PRA2,2109.43,18,0.0,4,2022,1,0,0,0
2022-04-03,PRA3,2081.04,20,0.0,4,2022,1,0,0,0
2022-04-04,PRA1,3106.34,25,0.04,4,2022,0,0,0,0
2022-04-04,PRA2,2232.59,19,0.0,4,2022,0,0,0,0
2022-04-04,PRA3,2002.51,13,0.07692307692307693,4,2022,0,0,0,0
2022-04-05,PRA1,4878.99,44,0.0,4,2022,0,0,0,0
2022-04-05,PRA2,3920.48,27,0.037037037037037035,4,2022,0,0,0,0
2022-04-05,PRA3,1399.6399999999999,14,0.07142857142857142,4,2022,0,0,0,0
2022-04-06,PRA1,3800.56,34,0.058823529411764705,4,2022,0,0,0,0
2022-04-06,PRA2,3406.0299999999997,23,0.13043478260869565,4,2022,0,0,0,0
2022-04-06,PRA3,1968.98,16,0.0,4,2022,0,0,0,0
2022-04-07,PRA1,4121.26,33,0.09090909090909091,4,2022,0,0,0,0
2022-04-07,PRA2,5305.13,23,0.08695652173913043,4,2022,0,0,0,0
2022-04-07,PRA3,1417.44,11,0.0,4,2022,0,0,0,0
2022-04-08,PRA1,2979.72,23,0.043478260869565216,4,2022,0,0,0,0
2022-04-08,PRA2,3630.65,20,0.05,4,2022,0,0,0,0
2022-04-08,PRA3,1417.5,11,0.18181818181818182,4,2022,0,0,0,0
2022-04-09,PRA1,4469.54,32,0.0625,4,2022,1,0,0,0
2022-04-09,PRA2,3139.25,16,0.0,4,2022,1,0,0,0
2022-04-09,PRA3,1630.44,12,0.0,4,2022,1,0,0,0
2022-04-10,PRA1,5797.7699999999995,40,0.1,4,2022,1,0,0,0
2022-04-10,PRA2,1923.1,16,0.0625,4,2022,1,0,0,0
2022-04-10,PRA3,3366.0699999999997,18,0.05555555555555555,4,2022,1,0,0,0
2022-04-11,PRA1,4980.28,29,0.0,4,2022,0,0,0,0
2022-04-11,PRA2,3672.07,25,0.0,4,2022,0,0,0,0
2022-04-11,PRA3,1838.23,16,0.0,4,2022,0,0,0,0
2022-04-12,PRA1,4196.61,29,0.034482758620689655,4,2022,0,0,0,0
2022-04-12,PRA2,3515.01,32,0.0625,4,2022,0,0,0,0
2022-04-12,PRA3,970.0799999999999,11,0.18181818181818182,4,2022,0,0,0,0
2022-04-13,PRA1,4342.31,32,0.09375,4,2022,0,0,0,0
2022-04-13,PRA2,4439.38,24,0.041666666666666664,4,2022,0,0,0,0
2022-04-13,PRA3,1983.87,12,0.0,4,2022,0,0,0,0
2022-04-14,PRA1,6084.53,42,0.07142857142857142,4,2022,0,0,0,0
2022-04-14,PRA2,3362.76,26,0.038461538461538464,4,2022,0,0,0,0
2022-04-14,PRA3,1929.75,15,0.13333333333333333,4,2022,0,0,0,0
2022-04-15,PRA1,2176.63,19,0.05263157894736842,4,2022,0,0,0,0
2022-04-15,PRA2,3264.67,17,0.0,4,2022,0,0,0,0
2022-04-15,PRA3,1251.77,15,0.06666666666666667,4,2022,0,0,0,0
2022-04-16,PRA1,5112.11,31,0.03225806451612903,4,2022,1,0,0,0
2022-04-16,PRA2,1884.1100000000001,15,0.13333333333333333,4,2022,1,0,0,0
2022-04-16,PRA3,1023.8100000000001,10,0.2,4,2022,1,0,0,0
2022-04-17,PRA1,5473.78,31,0.06451612903225806,4,2022,1,0,0,0
2022-04-17,PRA2,2918.64,23,0.08695652173913043,4,2022,1,0,0,0
2022-04-17,PRA3,753.49,6,0.0,4,2022,1,0,0,0
2022-04-18,PRA1,4568.73,40,0.2,4,2022,0,0,0,0
2022-04-18,PRA2,2465.5099999999998,16,0.125,4,2022,0,0,0,0
2022-04-18,PRA3,1854.81,11,0.09090909090909091,4,2022,0,0,0,0
2022-04-19,PRA1,4550.6900000000005,37,0.08108108108108109,4,2022,0,0,0,0
2022-04-19,PRA2,2058.52,11,0.09090909090909091,4,2022,0,0,0,0
2022-04-19,PRA3,3298.88,26,0.15384615384615385,4,2022,0,0,0,0
2022-04-20,PRA1,3672.39,23,0.043478260869565216,4,2022,0,0,0,0
2022-04-20,PRA2,1905.35,15,0.06666666666666667,4,2022,0,0,0,0
2022-04-20,PRA3,2499.09,18,0.05555555555555555,4,2022,0,0,0,0
2022-04-21,PRA1,6111.66,45,0.1111111111111111,4,2022,0,0,0,0
2022-04-21,PRA2,3021.75,23,0.0,4,2022,0,0,0,0
2022-04-21,PRA3,1561.64,15,0.13333333333333333,4,2022,0,0,0,0
2022-04-22,PRA1,2535.14,29,0.1724137931034483,4,2022,0,0,0,0
2022-04-22,PRA2,2290.41,17,0.0,4,2022,0,0,0,0
2022-04-22,PRA3,1952.5,15,0.06666666666666667,4,2022,0,0,0,0
2022-04-23,PRA1,3215.34,20,0.0,4,2022,1,0,0,0
2022-04-23,PRA2,2275.82,20,0.1,4,2022,1,0,0,0
2022-04-23,PRA3,1610.16,15,0.0,4,2022,1,0,0,0
2022-04-24,PRA1,3426.75,25,0.0,4,2022,1,0,0,0
2022-04-24,PRA2,2518.77,23,0.13043478260869565,4,2022,1,0,0,0
2022-04-24,PRA3,2416.22,18,0.1111111111111111,4,2022,1,0,0,0
2022-04-25,PRA1,3414.72,31,0.0,4,2022,0,0,0,0
2022-04-25,PRA2,1919.07,17,0.0,4,2022,0,0,0,0
2022-04-25,PRA3,888.73,8,0.125,4,2022,0,0,0,0
2022-04-26,PRA1,4779.09,36,0.08333333333333333,4,2022,0,0,0,0
2022-04-26,PRA2,2225.35,25,0.04,4,2022,0,0,0,0
2022-04-26,PRA3,1070.19,12,0.16666666666666666,4,2022,0,0,0,0
2022-04-27,PRA1,3088.8,30,0.13333333333333333,4,2022,0,0,0,0
2022-04-27,PRA2,1326.04,17,0.11764705882352941,4,2022,0,0,0,0
2022-04-27,PRA3,1630.49,11,0.09090909090909091,4,2022,0,0,0,0
2022-04-28,PRA1,4252.09,27,0.07407407407407407,4,2022,0,0,0,0
